old_url,new_url,id,date
/discussion.cgi?disc=241484;article=6448;title=PPC%20Message%20Board,/archive/2017/03c#post-155170,155170,2017-03-20 00:27:00 UTC
/discussion.cgi?disc=241484;article=6449;title=PPC%20Message%20Board,/archive/2017/03c#post-155171,155171,2017-03-20 00:28:00 UTC
/discussion.cgi?disc=241484;article=6450;title=PPC%20Message%20Board,/archive/2017/03c#post-155172,155172,2017-05-04 06:18:00 UTC
/discussion.cgi?disc=241484;article=6452;title=PPC%20Message%20Board,/archive/2017/03c#post-155173,155173,2017-05-25 11:57:00 UTC
/discussion.cgi?disc=241484;article=6432;title=PPC%20Message%20Board,/archive/2016/02a#post-155174,155174,2016-02-04 09:27:00 UTC
/discussion.cgi?disc=241484;article=6433;title=PPC%20Message%20Board,/archive/2016/02a#post-155175,155175,2016-03-11 09:59:00 UTC
/discussion.cgi?disc=241484;article=6434;title=PPC%20Message%20Board,/archive/2016/02a#post-155176,155176,2016-04-05 17:03:00 UTC
/discussion.cgi?disc=241484;article=6435;title=PPC%20Message%20Board,/archive/2016/02a#post-155177,155177,2016-04-18 11:06:00 UTC
/discussion.cgi?disc=241484;article=6436;title=PPC%20Message%20Board,/archive/2016/02a#post-155178,155178,2016-05-05 13:17:00 UTC
/discussion.cgi?disc=241484;article=6437;title=PPC%20Message%20Board,/archive/2016/02a#post-155179,155179,2016-05-24 11:27:00 UTC
/discussion.cgi?disc=241484;article=6438;title=PPC%20Message%20Board,/archive/2016/02a#post-155180,155180,2016-07-11 15:52:00 UTC
/discussion.cgi?disc=241484;article=6439;title=PPC%20Message%20Board,/archive/2016/02a#post-155181,155181,2016-08-26 13:18:00 UTC
/discussion.cgi?disc=241484;article=6440;title=PPC%20Message%20Board,/archive/2016/02a#post-155182,155182,2016-09-26 08:33:00 UTC
/discussion.cgi?disc=241484;article=6441;title=PPC%20Message%20Board,/archive/2016/02a#post-155183,155183,2016-11-25 13:19:00 UTC
/discussion.cgi?disc=241484;article=6442;title=PPC%20Message%20Board,/archive/2016/02a#post-155184,155184,2016-12-19 18:03:00 UTC
/discussion.cgi?disc=241484;article=6443;title=PPC%20Message%20Board,/archive/2016/02a#post-155185,155185,2017-01-03 05:08:00 UTC
/discussion.cgi?disc=241484;article=6444;title=PPC%20Message%20Board,/archive/2016/02a#post-155186,155186,2017-01-03 13:34:00 UTC
/discussion.cgi?disc=241484;article=6445;title=PPC%20Message%20Board,/archive/2016/02a#post-155187,155187,2017-01-12 10:36:00 UTC
/discussion.cgi?disc=241484;article=6446;title=PPC%20Message%20Board,/archive/2016/02a#post-155188,155188,2017-02-18 02:47:00 UTC
/discussion.cgi?disc=241484;article=6447;title=PPC%20Message%20Board,/archive/2016/02a#post-155189,155189,2017-03-07 08:41:00 UTC
/discussion.cgi?disc=241484;article=6451;title=PPC%20Message%20Board,/archive/2016/02a#post-155190,155190,2017-05-06 15:37:00 UTC
/discussion.cgi?disc=241484;article=6453;title=PPC%20Message%20Board,/archive/2016/02a#post-155191,155191,2017-06-07 23:35:00 UTC
/discussion.cgi?disc=241484;article=6454;title=PPC%20Message%20Board,/archive/2016/02a#post-155192,155192,2017-07-05 13:58:00 UTC
/discussion.cgi?disc=241484;article=6428;title=PPC%20Message%20Board,/archive/2016/01a#post-155193,155193,2016-01-02 15:55:00 UTC
/discussion.cgi?disc=241484;article=6429;title=PPC%20Message%20Board,/archive/2016/01a#post-155194,155194,2016-01-04 13:11:00 UTC
/discussion.cgi?disc=241484;article=6430;title=PPC%20Message%20Board,/archive/2016/01a#post-155195,155195,2016-01-04 14:44:00 UTC
/discussion.cgi?disc=241484;article=6431;title=PPC%20Message%20Board,/archive/2016/01a#post-155196,155196,2016-01-04 14:55:00 UTC
/discussion.cgi?disc=241484;article=6391;title=PPC%20Message%20Board,/archive/2015/12b#post-155197,155197,2015-12-14 15:47:00 UTC
/discussion.cgi?disc=241484;article=6393;title=PPC%20Message%20Board,/archive/2015/12b#post-155198,155198,2015-12-14 15:54:00 UTC
/discussion.cgi?disc=241484;article=6394;title=PPC%20Message%20Board,/archive/2015/12b#post-155199,155199,2015-12-14 15:55:00 UTC
/discussion.cgi?disc=241484;article=6400;title=PPC%20Message%20Board,/archive/2015/12b#post-155200,155200,2015-12-15 09:59:00 UTC
/discussion.cgi?disc=241484;article=6401;title=PPC%20Message%20Board,/archive/2015/12b#post-155201,155201,2015-12-15 10:00:00 UTC
/discussion.cgi?disc=241484;article=6417;title=PPC%20Message%20Board,/archive/2015/12b#post-155202,155202,2015-12-18 11:44:00 UTC
/discussion.cgi?disc=241484;article=6418;title=PPC%20Message%20Board,/archive/2015/12b#post-155203,155203,2015-12-18 11:46:00 UTC
/discussion.cgi?disc=241484;article=6405;title=PPC%20Message%20Board,/archive/2015/12b#post-155204,155204,2015-12-15 11:05:00 UTC
/discussion.cgi?disc=241484;article=6392;title=PPC%20Message%20Board,/archive/2015/12b#post-155205,155205,2015-12-14 15:51:00 UTC
/discussion.cgi?disc=241484;article=6395;title=PPC%20Message%20Board,/archive/2015/12b#post-155206,155206,2015-12-14 16:40:00 UTC
